chrom,start,end,type
chr1,1250000,1300000,boundary
chr1,1850000,2000000,boundary
chr1,3725000,3825000,boundary
chr1,6550000,6750000,boundary
chr1,6750000,6850000,boundary
chr1,9175000,9250000,boundary
chr1,9250000,9300000,boundary
chr1,11700000,11850000,boundary
chr1,11850000,12150000,boundary
chr1,12800000,12850000,boundary
chr1,13825000,13900000,boundary
chr1,14275000,14350000,boundary
chr1,16575000,16825000,boundary
chr1,17175000,17225000,boundary
chr1,17225000,17375000,boundary
chr1,19400000,19575000,boundary
chr1,20075000,20200000,boundary
chr1,20825000,21000000,boundary
chr1,23600000,23725000,boundary
chr1,23725000,23800000,boundary
chr1,24050000,24100000,boundary
chr1,28575000,28650000,boundary
chr1,31400000,31625000,boundary
chr1,37850000,37900000,boundary
chr1,39950000,40050000,boundary
chr1,40925000,41025000,boundary
chr1,41500000,41700000,boundary
chr1,44500000,44650000,boundary
chr1,55350000,55500000,boundary
chr1,58550000,58625000,boundary
chr1,60300000,60425000,boundary
chr1,61250000,61300000,boundary
chr1,62350000,62525000,boundary
chr1,65700000,65750000,boundary
chr1,66175000,66225000,boundary
chr1,70500000,70575000,boundary
chr1,75125000,75175000,boundary
chr1,75175000,75250000,boundary
chr1,75575000,75675000,boundary
chr1,76075000,76175000,boundary
chr1,80600000,80675000,boundary
chr1,82225000,82275000,boundary
chr1,95550000,95725000,boundary
chr1,98950000,99125000,boundary
chr1,103450000,103575000,boundary
chr1,104425000,104600000,boundary
chr1,105225000,105300000,boundary
chr1,105625000,105675000,boundary
chr1,109500000,109575000,boundary
chr1,116600000,116650000,boundary
chr1,117050000,117100000,boundary
chr1,118475000,118650000,boundary
chr1,120350000,120400000,boundary
chr1,121075000,121150000,boundary
chr1,143850000,143900000,boundary
chr1,145325000,145375000,boundary
chr1,148750000,148800000,boundary
chr1,151150000,151250000,boundary
chr1,151250000,151375000,boundary
chr1,151825000,152025000,boundary
chr1,152025000,152150000,boundary
chr1,152450000,152625000,boundary
chr1,153250000,153475000,boundary
chr1,154150000,154250000,boundary
chr1,154450000,154525000,boundary
chr1,155050000,155175000,boundary
chr1,156025000,156100000,boundary
chr1,156325000,156425000,boundary
chr1,156625000,156700000,boundary
chr1,157025000,157150000,boundary
chr1,159900000,160000000,boundary
chr1,160975000,161125000,boundary
chr1,164400000,164450000,boundary
chr1,167675000,167800000,boundary
chr1,171450000,171575000,boundary
chr1,175000000,175100000,boundary
chr1,175775000,175875000,boundary
chr1,175875000,175925000,boundary
chr1,179675000,179800000,boundary
chr1,182825000,182875000,boundary
chr1,183925000,184000000,boundary
chr1,186275000,186375000,boundary
chr1,190325000,190425000,boundary
chr1,195100000,195250000,boundary
chr1,199525000,199575000,boundary
