chrom,start,end,type
chr1,675000,775000,boundary
chr1,775000,850000,boundary
chr1,1275000,1375000,boundary
chr1,1375000,1575000,boundary
chr1,1575000,1675000,boundary
chr1,1675000,1850000,boundary
chr1,1850000,2000000,boundary
chr1,4025000,4100000,boundary
chr1,5225000,5475000,boundary
chr1,5475000,5525000,boundary
chr1,6575000,6750000,boundary
chr1,11700000,11800000,boundary
chr1,11800000,12025000,boundary
chr1,12025000,12125000,boundary
chr1,17800000,18025000,boundary
chr1,20050000,20150000,boundary
chr1,20825000,20975000,boundary
chr1,28575000,28650000,boundary
chr1,31425000,31600000,boundary
chr1,32500000,32550000,boundary
chr1,33600000,33650000,boundary
chr1,33975000,34025000,boundary
chr1,34025000,34100000,boundary
chr1,38175000,38250000,boundary
chr1,39300000,39400000,boundary
chr1,40900000,41025000,boundary
chr1,44525000,44650000,boundary
chr1,46050000,46150000,boundary
chr1,46300000,46450000,boundary
chr1,49325000,49400000,boundary
chr1,49400000,49650000,boundary
chr1,53550000,53650000,boundary
chr1,55350000,55500000,boundary
chr1,59150000,59200000,boundary
chr1,60250000,60350000,boundary
chr1,62350000,62525000,boundary
chr1,71000000,71100000,boundary
chr1,74500000,74550000,boundary
chr1,75175000,75250000,boundary
chr1,81125000,81175000,boundary
chr1,81175000,81275000,boundary
chr1,93725000,93825000,boundary
chr1,98975000,99125000,boundary
chr1,101875000,101950000,boundary
chr1,102625000,102725000,boundary
chr1,102925000,103000000,boundary
chr1,103100000,103150000,boundary
chr1,103150000,103325000,boundary
chr1,103325000,103450000,boundary
chr1,104650000,104825000,boundary
chr1,104825000,105025000,boundary
chr1,105025000,105100000,boundary
chr1,105300000,105375000,boundary
chr1,105750000,105900000,boundary
chr1,105975000,106100000,boundary
chr1,106100000,106200000,boundary
chr1,106200000,106325000,boundary
chr1,106325000,106375000,boundary
chr1,106375000,106500000,boundary
chr1,106500000,106600000,boundary
chr1,106600000,106650000,boundary
chr1,106650000,106725000,boundary
chr1,106725000,107000000,boundary
chr1,107000000,107050000,boundary
chr1,107050000,107275000,boundary
chr1,107275000,107400000,boundary
chr1,107400000,107450000,boundary
chr1,107450000,107575000,boundary
chr1,107700000,107875000,boundary
chr1,107875000,108150000,boundary
chr1,108150000,108275000,boundary
chr1,108975000,109050000,boundary
chr1,110075000,110175000,boundary
chr1,116100000,116150000,boundary
chr1,118500000,118825000,boundary
chr1,119850000,119975000,boundary
chr1,120275000,120400000,boundary
chr1,145625000,145750000,boundary
chr1,148750000,148800000,boundary
chr1,149625000,149675000,boundary
chr1,150200000,150325000,boundary
chr1,151325000,151375000,boundary
chr1,152025000,152175000,boundary
chr1,152450000,152525000,boundary
chr1,152525000,152650000,boundary
chr1,152650000,152800000,boundary
chr1,152800000,152850000,boundary
chr1,153475000,153600000,boundary
chr1,153975000,154100000,boundary
chr1,154325000,154375000,boundary
chr1,154375000,154525000,boundary
chr1,154900000,155050000,boundary
chr1,155050000,155150000,boundary
chr1,155150000,155300000,boundary
chr1,156300000,156425000,boundary
chr1,156700000,156900000,boundary
chr1,156900000,157050000,boundary
chr1,157050000,157150000,boundary
chr1,157875000,157925000,boundary
chr1,159075000,159200000,boundary
chr1,160975000,161125000,boundary
chr1,164850000,165100000,boundary
chr1,168050000,168250000,boundary
chr1,171125000,171450000,boundary
chr1,186275000,186375000,boundary
chr1,187575000,187800000,boundary
chr1,188000000,188050000,boundary
chr1,188825000,189000000,boundary
chr1,189000000,189100000,boundary
chr1,189100000,189200000,boundary
chr1,189200000,189400000,boundary
chr1,189400000,189475000,boundary
chr1,189475000,189850000,boundary
chr1,189850000,190025000,boundary
chr1,190025000,190325000,boundary
chr1,190325000,190375000,boundary
chr1,190375000,190500000,boundary
chr1,190500000,190625000,boundary
chr1,196050000,196100000,boundary
chr1,198650000,198725000,boundary
chr1,201350000,201500000,boundary
chr1,203750000,203825000,boundary
chr1,204375000,204525000,boundary
chr1,204925000,205025000,boundary
chr1,205250000,205325000,boundary
chr1,208525000,208700000,boundary
chr1,211350000,211400000,boundary
chr1,216350000,216400000,boundary
